,Unnamed: 0,year,position,artist,song,lyrics
93,94,2014,94,Drake & Majid Jordan,"Hold On, We're Going Home","['Drake & Majid Jordan', ""Hold On, We're Going Home"", ""\n\n\nI got my eyes on you\nYou're everything that I see\nI want your hot love and emotion endlessly\nI can't get over you\nYou left your mark on me\nI want your hot love and emotion endlessly\n\n\n'Cause you're a good girl and you know it\nYou act so different around me\n'Cause you're a good girl and you know it\nI know exactly who you could be\n\n\nJust hold on, we're going home\nJust hold on, we're going home\nIt's hard to do these things alone\nJust hold on, we're going home\n\n\nI got my eyes on you\nYou're everything that I see\nI want your hot love and emotion endlessly\nI can't get over you\nYou left your mark on me\nI want your hot love and emotion endlessly\n\n\n'Cause you're a good girl and you know it\nYou act so different around me\n'Cause you're a good girl and you know it\nI know exactly who you could be\n\n\nJust hold on, we're going home (going home)\nJust hold on, we're going home (going home)\nIt's hard to do these things alone (things alone)\nJust hold on, we're going home (going home)\n\n\nYou're the girl, you're the one\nGave you everything I loved\nI think there's something, baby\nI think there's something, baby\nYou're the girl, you're the one\nGave you everything I loved\nI think there's something, baby\nI think there's something, baby\n\n\n'Cause you're a good girl and you know it\nYou act so different around me\n'Cause you're a good girl and you know it\nI know exactly who you could be\n\n\nJust hold on, we're going home (going home)\nJust hold on, we're going home (going home)\nIt's hard to do these things alone (things alone)\nJust hold on, we're going home (going home)""]"
94,95,2014,95,Sigma,Nobody To Love,"['Sigma', 'Nobody To Love', ""I know\nI know\n\nI know\nI know\nI know\nI know\nI...\n\nI know you're tired of loving, of loving\nWith nobody to love. Nobody, nobody!\nSo just grab somebody, no leaving this party\nWith nobody to love. Nobody, nobody!\nOohOohOoh\n\nI know you're tired of loving, of loving\nWith nobody to love. nobody, nobody!\nSo just grab somebody, no leaving this party\nWith nobody to love. Nobody, nobody!\n\nI know you're tired of loving, of loving\nWith nobody to love. nobody, nobody!\nSo just grab somebody, no leaving this party\nWith nobody to love. Nobody, nobody!\n\nI know you're tired of loving, of loving\nWith nobody to love. nobody, nobody!\nSo just grab somebody, no leaving this party\nWith nobody to love. Nobody, nobody!""]"
95,96,2014,96,Sam Smith,Money On My Mind,"['Sam Smith', 'Money On My Mind', ""\nWhen I signed my deal\nI felt pressure don't want to see the numbers\nI want to see heaven\nYou say could you write a song for me?\nI say I'm sorry I won't do that happily\n\n\nWhen I go home, I tend to close the door\nI never wanted more, so sing with me, can't you see?\n\n\nI don't have money on my mind\nMoney on my mind\nI do it for, I do it for the love\nI don't have money on my mind\nMoney on my mind\nI do it for, I do it for the love\n\n\nI do it for the love\nI do it for the love\n\n\nPlease don't get me wrong, I wanna keep it moving\nI know what that requires, I'm not foolish\nPlease can you, make this work for me?\n'Cause I am not a puppet, I will work against your strings\n\n\nWhen I go home, I tend to close the door\nI never wanted more, so sing with me, can't you see?\n\n\nI don't have money on my mind\nMoney on my mind\nI do it for, I do it for the love\nI don't have money on my mind\nMoney on my mind\nI do it for, I do it for the love\n\n\nI do it for the love\nI do it for the love\n\n\nWhen the sun will set\nDon't you afraid\nNo, I have no money on my mind\nNo money on my mind\nNo money on my mind\nNo, I have no money on my mind\nJust love\nWhen the sun will set\nDon't you afraid\nNo, I have no money on my mind\nNo money on my mind\nNo money on my mind\nNo, I have no money on my mind\nJust love\n\n\nMoney on my mind\nMoney on my mind\nI do it for, I do it for the love\nI don't have money on my mind\nMoney on my mind\nI do it for, I do it for the love\n\n\nI do it for the love\nI do it for the love""]"
96,97,2014,97,Brantley Gilbert,Bottoms Up,"['Brantley Gilbert', 'Bottoms Up', '\nI see you and me riding like Bonnie and Clyde\nGoing 95, burning down 129, yeah\nLooking for the law, while I push my luck\nShe\'s riding shotgun like it ain\'t no thing\nTurn the radio up so the girl can sing, right\nPull into the party like ""y\'all wassup?""\n\n\nTonight is bottoms up, up\nThrow it on down\nRock this quiet, little country town, get up\nDrop a tailgate on ya truck\nFind a keg and fill ya cup up\nKick it on back\nPretty little mama looking at ya like that\nMake ya wanna slide on in like ""girl, what\'s up?""\n\n\nYeah, tonight is bottoms up up up\nGet \'em up\nTonight is bottoms up up up\nGet \'em up\n\n\nDamn girl, I gotta tip my hat\nNever thought a country song would make you move like that, yeah\nAnd she\'s doing it in Daisy Dukes, girl\nShe\'s got ya tapping on a boy\'s shoulder\n""Hey dog, check this out""\nAnd that\'s how girl do it in the Dirty South, yeah\nShe\'ll have you on your knee ""can I marry you?""\nYeah\n\n\nTonight is bottoms up, up\nThrow it on down\nRock this quiet, little country town, get up\nDrop a tailgate on ya truck\nFind a keg and fill ya cup up\nKick it on back\nPretty little mama looking at ya like that\nMake ya wanna slide on in like ""girl, what\'s up?""\n\n\nYeah, tonight is bottoms up up up\nGet \'em up\nTonight is bottoms up up up\nGet \'em up\n\n\nGet \'em up\nGet \'em up\n(Hey y\'all whatever ya sippin get it up in the air this time\nBottoms up)\nLet\'s give a toast to the good times\nAll y’all get your drinks up high\nEverybody feeling alright\nDamn right\nCause\n\n\nTonight is bottoms up, up\nThrow it on down\nRock this quiet, little country town, get up\nDrop a tailgate on ya truck\nFind a keg and fill ya cup up\nKick it on back\nPretty little mama looking at ya like that\nMake ya wanna slide on in like ""girl, what\'s up?""\n\n\nTonight is bottoms up, up\nThrow it on down\nRock this quiet, little country town, get up\nDrop a tailgate on ya truck\nFind a keg and fill ya cup up\nKick it on back\nPretty little mama looking at ya like that\nMake ya wanna slide on in like ""girl, what\'s up?""\n\n\nYeah, tonight is bottoms up up up\nGet \'em up\nTonight is bottoms up up up\nGet \'em up']"
97,98,2014,98,Naughty Boy & Sam Smith,La La La,"['Naughty Boy & Sam Smith', 'La La La', ""\nNa na, la la la la la na na na na na\nLa la na na, la la la la la na na na na na\nLa la na na, la la la la la na na na na na\nLa la na na, la la la la la na na na na na\n(Tu meri mauja hain)\n\n\nHush, don't speak\nWhen you spit your venom, keep it shut I hate it\nWhen you hiss and preach\nAbout your new messiah cause your theories catch fire\n\n\nI can't find your silver lining\nI don't mean to judge\nBut when you read your speech, it's tiring\nEnough is enough\n\n\nI'm covering my ears like a kid\nWhen your words mean nothing, I go la la la\nI'm turning up the volume when you speak\nCause if my heart can't stop it, I'll find a way to block it, I go\nNa na, la la la la la na na na na na\nLa la na na, la la la la la na na na na na (I found a way to block it, I go)\nLa la na na, la la la la la na na na na na\nLa la na na, la la la la la na na na na na\n\n\nIf our love is running out of time\nI won't count the hours, rather be a coward\nWhen our words collide\nI'm gonna drown you out before I lose my mind\n\n\nI can't find your silver lining\nI don't mean to judge\nBut when you read your speech, it's tiring\nEnough is enough\n\n\nI'm covering my ears like a kid\nWhen your words mean nothing, I go la la la\nI'm turning up the volume when you speak\nCause if my heart can't stop it\nI'll find a way to block it, I go\nNa na, la la la la la na na na na na\nLa la na na, la la la la la na na na na na\n(I found a way to block it, I go)\nLa la na na , la la la la la na na na na na\nLa la na na, la la la la la na na na na na\n(I found a way to block it, oh)\nNa na, la la la la la na na na na na\nLa la na na, la la la la la na na na na na\n(I found a way to block it, I go)\nLa la na na, la la la la la na na na na na\nLa la na na, la la la la la na na na na na\n(Tu meri mauja hain)\nI'm covering my ears like a kid\nWhen your words mean nothing, I go la la la\nI'm turning up the volume when you speak\nCause if my heart can't stop it\nI find a way to block it, I go\nI'm covering my ears like a kid\nWhen your words mean nothing, I go la la la\nI'm turning up the volume when you speak (when you speak)\nCause if my heart can't stop it\nI find a way to block it, I go\nNa na, la la la la la na na na na na\nLa la na na, la la la la la na na na na na\nLa la na na, la la la la la na na na na na\nLa la na na, la la la la la na na na na na\n(Tu meri mauja hain)""]"
98,99,2014,99,David Guetta & Sam Martin,Dangerous,"['David Guetta & Sam Martin', 'Dangerous', ""\nYou take me down, spin me around\nYou got me running all the lights\nDon't make a sound, talk to me now\nLet me inside your mind\n\n\nI don't know what you're thinking, sugar, ooh\nBut I just got that feeling, sugar, ooh\nI can hear the sirens burning\nRed lights turning\nI can't turn back now\nSo hold on tight\n\n\nI don't know where the lights are taking us\nBut something in the night is dangerous\nAnd nothing's holding back the two of us\nBaby, this is getting serious\nOh, oh, oh-oh, oh\nDetain the dangerous\nOh, oh, oh-oh, oh\n\n\nShow me your soul, I gotta know\nBet that you're beautiful inside\nToes on the gas, car moving fast\nCome take the wheel and drive\n\n\nI don't know what you're thinking, sugar, ooh yeah\nAnd I just got that feeling, sugar, ooh yeah\nI can hear the sirens burning\nRed lights turning\nI can't turn back now\nSo hold on tight\n\n\nI don't know where the lights are taking us\nBut something in the night is dangerous\nAnd nothing's holding back the two of us\nBaby, this is getting serious\nOh, oh, oh-oh, oh\nDetain the dangerous\nOh, oh, oh-oh, oh\nDetain the dangerous\n\n\nIt's dangerous, so dangerous\nI wanna do it again\nCome on baby\nIt's dangerous, so dangerous\nI wanna do it again\nIt's dangerous, so dangerous\nI wanna do it again\n\n\nI don't know where the lights are taking us\nBut something in the night is dangerous\nAnd nothing's holding back the two of us\nBaby this is getting serious\nOh oh oh\nDangerous\nOh oh oh\nDangerous""]"
99,100,2014,100,5 Seconds of Summer,Amnesia,"['5 Seconds of Summer', 'Amnesia', ""\nI drove by all the places we used to hang out getting wasted\nI thought about our last kiss, how it felt, the way you tasted\nAnd even though your friends tell me you're doing fine\nAre you somewhere feeling lonely even though he’s right beside you?\nWhen he says those words that hurt you\nDo you read the ones I wrote you?\n\n\nSometimes I start to wonder, was it just a lie?\nIf what we had was real, how could you be fine?\n'Cause I'm not fine at all\n\n\nI remember the day you told me you were leaving\nI remember the make-up running down your face\nAnd the dreams you left behind, you didn't need them\nLike every single wish we ever made\nI wish that I could wake up with amnesia\nAnd forget about the stupid little things\nLike the way it felt to fall asleep next to you\nAnd the memories I never can escape\n'Cause I'm not fine at all\n\n\nThe pictures that you sent me, they're still living in my phone\nI admit I like to see them, I'll admit I feel alone\nAnd all my friends keep asking why I'm not around\nIt hurts to know you’re happy and it hurts that you moved on\nIt’s hard to hear your name when I haven't seen you in so long\n\n\nIt’s like we never happened, was it just a lie?\nIf what we had was real, how could you be fine?\n'Cause I'm not fine at all\n\n\nI remember the day you told me you were leaving\nI remember the make-up running down your face\nAnd the dreams you left behind you didn't need them\nLike every single wish, we ever made\nI wish that I could wake up with amnesia\nAnd forget about the stupid little things\nLike the way it felt to fall asleep next to you\nAnd the memories I never can escape\n\n\nIf today I woke up with you right beside me\nLike all of this was just some twisted dream\nI'd hold you closer than I ever did before\nAnd you'd never slip away\nAnd you'd never hear me say\n\n\nI remember the day you told me you were leaving\nI remember the make-up running down your face\nAnd the dreams you left behind you didn't need them\nLike every single wish, we ever made\nI wish that I could wake up with amnesia\nAnd forget about the stupid little things\nLike the way it felt to fall asleep next to you\nAnd the memories I never can escape\n\n\n'Cause I'm not fine at all\nNo, I'm really not fine at all\nTell me this is just a dream\n'Cause I'm really not fine at all""]"
100,101,2015,1,Mark Ronson & Bruno Mars,Uptown Funk,"['Mark Ronson & Bruno Mars', 'Uptown Funk', ""\nThis hit, that ice cold\nMichelle Pfeiffer, that white gold\nThis one, for them hood girls\nThem good girls, straight masterpieces\nStylin', wilin'\nLivin’ it up in the city\nGot Chucks on with Saint Laurent\nGotta kiss myself I’m so pretty\n\n\nI’m too hot (Hot damn)\nCall the police and the fireman\nI’m too hot (Hot damn)\nMake a dragon wanna retire man\nI’m too hot  (Hot damn)\nSay my name you know who I am\nI’m too hot (Hot damn)\nAnd my band 'bout that money\nBreak it down\n\n\nGirls hit your hallelujah (Woo!)\nGirls hit your hallelujah (Woo!)\nGirls hit your hallelujah (Woo!)\nCause Uptown funk gon’ give it to you\nCause Uptown funk gon’ give it to you\nCause Uptown funk gon’ give it to you\nSaturday night and we in the spot\nDon’t believe me, just watch (Come on)\n\n\nDon’t believe me, just watch\nDon’t believe me, just watch\nDon’t believe me, just watch\nDon’t believe me, just watch\nDon’t believe me, just watch\nHey, hey, hey, oh!\n\n\nStop\nWait a minute\nFill my cup, put some liquor in it\nTake a sip, sign the check\nJulio! Get the stretch!\nRide to Harlem, Hollywood, Jackson, Mississippi\nIf we show up, we gon’ show out\nSmoother than a fresh jar of Skippy\n\n\nI’m too hot (Hot damn)\nCall the police and the fireman\nI’m too hot (Hot damn)\nMake a dragon wanna retire man\nI’m too hot (Hot damn)\nBitch, say my name you know who I am!\nI’m too hot (Hot damn)\nAnd my band 'bout that money\nBreak it down\n\n\nGirls hit your hallelujah (Woo!)\nGirls hit your hallelujah (Woo!)\nGirls hit your hallelujah (Woo!)\nCause Uptown Funk gon’ give it to you\nCause Uptown Funk gon’ give it to you\nCause Uptown Funk gon’ give it to you\nSaturday night and we in the spot\nDon’t believe me, just watch (Come on)\n\n\nDon’t believe me, just watch\nDon’t believe me, just watch\nDon’t believe me, just watch\nDon’t believe me, just watch\nDon’t believe me, just watch\nHey, hey, hey, oh!\n\n\nBefore we leave\nLemme tell y’all a lil’ something\nUptown Funk you up, Uptown Funk you up\nUptown Funk you up, Uptown Funk you up\nI said Uptown Funk you up, Uptown Funk you up\nUptown Funk you up, Uptown Funk you up\nCome on, dance\nJump on it\nIf you sexy then flaunt it\nIf you freaky then own it\nDon’t brag about it, come show me\nCome on, dance\nJump on it\nIf you sexy then flaunt it\nWell it’s Saturday night and we in the spot\n\n\nDon’t believe me, just watch (Come on)\nDon’t believe me, just watch\nDon’t believe me, just watch\nDon’t believe me, just watch\nDon’t believe me, just watch\nDon’t believe me, just watch\nHey, hey, hey, oh!\n\n\nUptown Funk you up, Uptown Funk you up (Say whaa?!)\nUptown Funk you up, Uptown Funk you up\nUptown Funk you up, Uptown Funk you up (Say whaa?!)\nUptown Funk you up, Uptown Funk you up\nUptown Funk you up, Uptown Funk you up (Say whaa?!)\nUptown Funk you up, Uptown Funk you up\nUptown Funk you up, Uptown Funk you up (Say whaa?!)\nUptown Funk you up""]"
101,102,2015,2,OMI,Cheerleader,"['OMI', 'Cheerleader', ""Kid Ink, egh\nI think I found a genie in a bottle baby, with a bottle shape\nAnd she don't have no problem representing for the team\n\nOk it's feeling like I just hit the lotto, baby\n32-26-34, wasted\nWatch her do a dance then it get me in the game\nGoing hard in the paint what's my name what's my name girl\nYou know, I be missing that bom-bom when I'm away\nI swear, when you shaking them pom-poms all I can say is\n\nOh I think that I found myself a cheerleader\nShe is always right there when I need her\nOh I think that I found myself a cheerleader\nShe is always right there when I need her\n\nWhen I need motivation\nMy one solution is my queen\nCause she' stay strong (yeah yeah)\nShe is always in my corner\nRight there when I want her\nAll these other girls are tempting\nBut I'm empty when you're gone\nAnd they say\n\nDo you need me\nDo you think I'm pretty\nDo I make you feel like cheating?\nAnd I'm like no, not really cause\n\nOh I think that I found myself a cheerleader\nShe is always right there when I need her\nOh I think that I found myself a cheerleader\nShe is always right there when I need her\n\nAhh, I need her, right here where she need to be\nComplimenting my style you're flyer with the Captain of the team\nNow move, right, right there, hit reverse girl and back that rear\nRoll it with me and then light that up and the rest is history write that, book\nMy cheerleader, something about her demeanor\nEven though I'm off these margaritas can't none of these hoes here come between us\nShorty no regular chick, so I just take her to places she ain't know exist\nSo she never forget, who the man is\n\nShe gives me love and affection\nBaby did I mention, you're the only girl for me\nNo I don't need a next one\nMama loves you too, she thinks I made the right selection\nNow all that's left to do\nIs just for me to pop the question\n\nOh I think that I found myself a cheerleader\nShe is always right there when I need her\nOh I think that I found myself a cheerleader\nShe is always right there when I need her\n\nI need,right right there\nI need,right right there\nI need,right right there\nRight right there""]"
102,103,2015,3,Ed Sheeran,Thinking Out Loud,"['Ed Sheeran', 'Thinking Out Loud', ""\nWhen your legs don't work like they used to before\nAnd I can't sweep you off of your feet\nWill your mouth still remember the taste of my love?\nWill your eyes still smile from your cheeks?\nAnd darling, I will be loving you till we're seventy\nAnd baby, my heart could still fall as hard at twenty-three\nAnd I'm thinking 'bout how\n\n\nPeople fall in love in mysterious ways\nMaybe just the touch of a hand\nWell me, I fall in love with you every single day\nI just wanna tell you I am\n\n\nSo honey, now, take me into your loving arms\nKiss me under the light of a thousand stars\nPlace your head on my beating heart, I'm thinking out loud\nAnd maybe we found love right where we are\n\n\nWhen my hair's all but gone and my memory fades\nAnd the crowds don't remember my name\nWhen my hands don't play the strings the same way\nI know you will still love me the same\n'Cause, honey, your soul could never grow old, it's evergreen\nAnd baby, your smile's forever in my mind and memory\nAnd I'm thinking 'bout how\n\n\nPeople fall in love in mysterious ways\nAnd maybe it's all part of a plan\nWell I'll just keep on making the same mistakes\nHoping that you'll understand\n\n\nThat, baby, now, take me into your loving arms\nKiss me under the light of a thousand stars\nPlace your head on my beating heart, I'm thinking out loud\nAnd maybe we found love right where we are\n\n\nSo baby, now, take me into your loving arms\nKiss me under the light of a thousand stars\nOh darling, place your head on my beating heart, I'm thinking out loud\nThat maybe we found love right where we are\nOh baby, we found love right where we are\nAnd we found love right where we are""]"
103,104,2015,4,Wiz Khalifa & Charlie Puth,See You Again,"['Wiz Khalifa & Charlie Puth', 'See You Again', ""\nIt's been a long day without you, my friend\nAnd I'll tell you all about it when I see you again\nWe've come a long way from where we began\nOh, I'll tell you all about it when I see you again\nWhen I see you again\n\n\nDamn, who knew?\nAll the planes we flew, good things we been through\nThat I'd be standing right here talking to you\n'Bout another path, I know we loved to hit the road and laugh\nBut something told me that it wouldn't last\nHad to switch up, look at things different, see the bigger picture\nThose were the days, hard work forever pays\nNow I see you in a better place, uh\n\n\nHow can we not talk about family when family's all that we got?\nEverything I went through you were standing there by my side\nAnd now you gon' be with me for the last ride\n\n\nIt's been a long day without you, my friend\nAnd I'll tell you all about it when I see you again\nWe've come a long way from where we began\nOh, I'll tell you all about it when I see you again\nWhen I see you again\n\n\nAah oh, aah oh\nWooooh-oh-oh-oh-oh-oh\nYeah\n\n\nFirst, you both go out your way and the vibe is feeling strong\nAnd what's small turned to a friendship, a friendship turned to a bond\nAnd that bond will never be broken, the love will never get lost\nAnd when brotherhood come first, then the line will never be crossed\nEstablished it on our own when that line had to be drawn\nAnd that line is what we reached, so remember me when I'm gone\n\n\nHow can we not talk about family when family's all that we got?\nEverything I went through you were standing there by my side\nAnd now you gon' be with me for the last ride\n\n\nSo let the light guide your way, yeah\nHold every memory as you go\nAnd every road you take\nWill always lead you home, home\n\n\nIt's been a long day without you, my friend\nAnd I'll tell you all about it when I see you again\nWe've come a long way from where we began\nOh, I'll tell you all about it when I see you again\nWhen I see you again\n\n\nAah oh, aah oh\nWooooh-oh-oh-oh-oh-oh\nYeah""]"
104,105,2015,5,Major Lazer & DJ Snake,Lean On,"['Major Lazer & DJ Snake', 'Lean On', '\n\n\nDo you recall, not long ago\nWe would walk on the sidewalk?\nInnocent, remember?\nAll we did was care for each other\n\n\nBut the night was warm\nWe were bold and young\nAll around, the wind blows\nWe would only hold on to let go\n\n\nBlow a kiss, fire a gun\nWe need someone to lean on\nBlow a kiss, fire a gun\nAll we need is somebody to lean on\nBlow a kiss, fire a gun\nWe need someone to lean on\nBlow a kiss, fire a gun\nAll we need is somebody to lean on\n\n\nWhat will we do when we get old?\nWill we walk down the same road?\nWill you be there by my side?\nStanding strong as the waves roll over\n\n\nWhen the nights are long\nLonging for you to come home\nAll around, the wind blows\nWe would only hold on to let go\n\n\nBlow a kiss, fire a gun\nWe need someone to lean on\nBlow a kiss, fire a gun\nAll we need is somebody to lean on\nBlow a kiss, fire a gun\nWe need someone to lean on\nBlow a kiss, fire a gun\nAll we need is somebody to lean on\n\n\nAll we need is somebody to lean on\n(We need someone to lean on)\nAll we need is somebody to lean on\nLean on, lean on, lean on, lean on...\nHey, hey, hey, hey\nHey, hey, hey, hey, hey\n\n\nBlow a kiss, fire a gun\nWe need someone to lean on\nBlow a kiss, fire a gun\nAll we need is somebody to lean on\nBlow a kiss, fire a gun\nWe need someone to lean on\nBlow a kiss, fire a gun\nAll we need is somebody to lean on']"
105,106,2015,6,Ellie Goulding,Love Me Like You Do,"['Ellie Goulding', 'Love Me Like You Do', ""\n\n\nYou're the light, you're the night\nYou're the colour of my blood\nYou're the cure, you're the pain\nYou're the only thing I wanna touch\nNever knew that it could mean so much, so much\n\n\nYou're the fear, I don't care\nCause I've never been so high\nFollow me through the dark\nLet me take you past the satellites\nYou can see the world you brought to life, to life\n\n\nSo love me like you do, la-la-love me like you do\nLove me like you do, la-la-love me like you do\nTouch me like you do, ta-ta-touch me like you do\nWhat are you waiting for?\n\n\nFading in, fading out\nOn the edge of paradise\nEvery inch of your skin is a Holy Grail I've got to find\nOnly you can set my heart on fire, on fire\nYeah\n\n\nI'll let you set the pace\nCause I'm not thinking straight\nMy head's spinning around, I can't see clear no more\nWhat are you waiting for?\n\n\nLove me like you do, la-la-love me like you do\nLove me like you do, la-la-love me like you do\nTouch me like you do, ta-ta-touch me like you do\nWhat are you waiting for?\nLove me like you do, la-la-love me like you do\nLove me like you do, la-la-love me like you do\nTouch me like you do, ta-ta-touch me like you do\nWhat are you waiting for?\n\n\nI'll let you set the pace\nCause I'm not thinking straight\nMy head's spinning around, I can't see clear no more\nWhat are you waiting for?\n\n\nLove me like you do, la-la-love me like you do\nLove me like you do, la-la-love me like you do\nTouch me like you do, ta-ta-touch me like you do\nWhat are you waiting for?\nLove me like you do, la-la-love me like you do\nLove me like you do, la-la-love me like you do\nTouch me like you do, ta-ta-touch me like you do\nWhat are you waiting for?""]"
106,107,2015,7,Maroon 5,Sugar,"['Maroon 5', 'Sugar', ""\n\n\nI'm hurting baby, I'm broken down\nI need your loving, loving I need it now\nWhen I'm without you, I'm something weak\nYou got me begging, begging I'm on my knees\n\n\nI don't wanna be needing your love\nI just wanna be deep in your love\nAnd it's killing me when you're away\nOoh baby\n'Cause I really don't care where you are\nI just wanna be there where you are\nAnd I gotta get one little taste\n\n\nSugar, yes please\nWon't you come and put it down on me?\nI'm right here, 'cause I need\nLittle love, a little sympathy\nYeah, you show me good loving, make it alright\nNeed a little sweetness in my life\nYour sugar, yes please\nWon't you come and put it down on me?\n\n\nBabe, my broken pieces, you pick them up\nDon't leave me hanging, hanging\nCome give me some\nWhen I'm without you, I'm so insecure\nYou are the one thing, one thing I'm living for\n\n\nI don't wanna be needing your love\nI just wanna be deep in your love\nAnd it's killing me when you're away\nOoh baby\n'Cause I really don't care where you are\nI just wanna be there where you are\nAnd I gotta get one little taste\n\n\nSugar, yes please\nWon't you come and put it down on me?\nI'm right here, 'cause I need\nLittle love, a little sympathy\nYeah, you show me good loving, make it alright\nNeed a little sweetness in my life\nYour sugar, yes please (Your sugar, yes please)\nWon't you come and put it down on me?\n\n\nYeah\nI want that red velvet\nI want that sugar sweet\nDon't let nobody touch it unless that somebody's me\nI gotta be a man, there ain't no other way\n'Cause girl you're hotter than a Southern California day\nNever wanna play no games, you don't gotta  be afraid\nDon't give me all that shy shit\nNo makeup on, that's my sugar\n\n\nSugar, yes please (Please)\nWon't you come and put it down on me? (Down on me)\nI'm right here, 'cause I need (I'm right here, 'cause I need)\nLittle love, a little sympathy\nYeah, you show me good loving, make it alright\nNeed a little sweetness in my life (Yeah)\nYour sugar, yes please (Your sugar, yes please)\nWon't you come and put it down on me? (Down on me)\nSugar, yes please\nWon't you come and put it down on me?\nI'm right here, 'cause I need (I'm right here, 'cause I need)\nLittle love, a little sympathy\nYeah, you show me good loving, make it alright\nNeed a little sweetness in my life\nYour sugar, yes please (Your sugar, yes please)\nWon't you come and put it down on me?\n(Down on me, down on me, ooh)""]"
107,108,2015,8,Walk the Moon,Shut Up & Dance,"['Walk the Moon', 'Shut Up & Dance', '\n\n\nOh, don\'t you dare look back\nJust keep your eyes on me\nI said, “You\'re holding back”\nShe said, “Shut up and dance with me”\nThis woman is my destiny\nShe said, “Oooooh, shut up and dance with me”\n\n\nWe were victims of the night\nA chemical, physical, kryptonite\nHelpless to the bass and fading light\nOh, we were bound to get together\nBound to get together\n\n\nShe took my arm, I don\'t know how it happened\nWe took the floor and she said\n\n\n""Oh, don\'t you dare look back\nJust keep your eyes on me""\nI said, “You\'re holding back”\nShe said, “Shut up and dance with me”\nThis woman is my destiny\nShe said, “Oooooh, shut up and dance with me”\n\n\nA backless dress and some beat up sneaks\nMy discotheque Juliet, teenage dream\nI felt it in my chest since she looked at me\nI knew we were bound to be together\nBound to be together\n\n\nShe took my arm, I don\'t know how it happened\nWe took the floor and she said\n\n\nOh, don\'t you dare look back\nJust keep your eyes on me\nI said, “You\'re holding back”\nShe said, “Shut up and dance with me”\nThis woman is my destiny\nShe said “Oooooh, shut up and dance with me”\n\nOhh, c\'mon girl\n\n\nDeep in her eyes, I think I see the future\nI realize this is my last chance\nShe took my arm, I don\'t know how it happened\nWe took the floor and she said\n\n\n""Oh, don\'t you dare look back\nJust keep your eyes on me""\nI said, you\'re holding back\nShe said, “Shut up and dance with me”\nThis woman is my destiny\nShe said, “Oooooh, shut up and dance\nDon\'t you dare look back\nJust keep your eyes on me""\nI said, ""You\'re holding back\nShe said, “Shut up and dance with me”\nThis woman is my destiny\nShe said, “Oooooh, shut up and dance with me”\n”Oooooh, shut up and dance with me”\n”Oooooh, shut up and dance with me”']"
108,109,2015,9,Hozier,Take Me To Church,"['Hozier', 'Take Me To Church', '\n\n\n\n\nMy lover\'s got humor\nShe\'s the giggle at a funeral\nKnows everybody\'s disapproval\nI should\'ve worshiped her sooner\nIf the heavens ever did speak\nShe\'s the last true mouthpiece\nEvery Sunday\'s getting more bleak\nA fresh poison each week\n""We were born sick""\nYou heard them say it\nMy church offers no absolutes\nShe tells me ""Worship in the bedroom""\nThe only Heaven I\'ll be sent to\nIs when I\'m alone with you\nI was born sick, but I love it\nCommand me to be well\n\n\nAmen, Amen, Amen\n\n\nTake me to church\nI\'ll worship like a dog at the shrine of your lies\nI\'ll tell you my sins and you can sharpen your knife\nOffer me that deathless death\nGood God, let me give you my life\nTake me to church\nI\'ll worship like a dog at the shrine of your lies\nI\'ll tell you my sins and you can sharpen your knife\nOffer me that deathless death\nGood God, let me give you my life\n\n\nIf I\'m a pagan of the good times\nMy lover\'s the sunlight\nTo keep the goddess on my side\nShe demands a sacrifice\nDrain the whole sea\nGet something shiny\nSomething meaty for the main course\nThat\'s a fine looking high horse\nWhat you got in the stable?\nWe\'ve a lot of starving faithful\nThat looks tasty\nThat looks plenty\nThis is hungry work\n\n\nTake me to church\nI\'ll worship like a dog at the shrine of your lies\nI\'ll tell you my sins so you can sharpen your knife\nOffer me my deathless death\nGood God, let me give you my life\nTake me to church\nI\'ll worship like a dog at the shrine of your lies\nI\'ll tell you my sins so you can sharpen your knife\nOffer me my deathless death\nGood God, let me give you my life\n\n\nNo masters or kings when the ritual begins\nThere is no sweeter innocence than our gentle sin\nIn the madness and soil of that sad earthly scene\nOnly then I am human\nOnly then I am clean\n\n\nOh, oh Amen, Amen, Amen\n\n\nTake me to church\nI\'ll worship like a dog at the shrine of your lies\nI\'ll tell you my sins and you can sharpen your knife\nOffer me that deathless death\nGood God, let me give you my life\nTake me to church\nI\'ll worship like a dog at the shrine of your lies\nI\'ll tell you my sins and you can sharpen your knife\nOffer me that deathless death\nGood God, let me give you my life']"
