,artist_id,artist,song,lyrics,year
261,172,Kendrick Lamar,Dna.,"
I got, I got, I got, I got—
Loyalty, got royalty inside my DNA
Cocaine quarter piece, got war and peace inside my DNA
I got power, poison, pain and joy inside my DNA
I got hustle though, ambition flow inside my DNA
I was born like this, since one like this, immaculate conception
I transform like this, perform like this, was Yeshua new weapon
I don't contemplate, I meditate, then off your fucking head
This that put-the-kids-to-bed
This that I got, I got, I got, I got—
Realness, I just kill shit ’cause it's in my DNA
I got millions, I got riches buildin' in my DNA
I got dark, I got evil, that rot inside my DNA
I got off, I got troublesome heart inside my DNA
I just win again, then win again like Wimbledon, I serve
Yeah, that’s him again, the sound that engine in is like a bird
You see fireworks and Corvette tire skrrt the boulevard
I know how you work, I know just who you are
See, you's a, you's a, you's a—
Bitch, your hormones prolly switch inside your DNA
Problem is, all that sucker shit inside your DNA
Daddy prolly snitched, heritage inside your DNA
Backbone don't exist, born outside a jellyfish, I gauge
See, my pedigree most definitely don't tolerate the front
Shit I've been through prolly offend you, this is Paula's oldest son
I know murder, conviction
Burners, boosters, burglars, ballers, dead, redemption
Scholars, fathers dead with kids and
I wish I was fed forgiveness
Yeah, yeah, yeah, yeah, soldier’s DNA (soldier’s DNA)
Born inside the beast, my expertise checked out in second grade
When I was 9, on cell, motel, we didn't have nowhere to stay
At 29, I’ve done so well, hit cartwheel in my estate
And I'm gon' shine like I'm supposed to, antisocial extrovert
And excellent mean the extra work
And absentness what the fuck you heard
And pessimists never struck my nerve
And Nazareth gon’ plead his case
The reason my power's here on earth
Salute the truth, when the prophet say


I got loyalty, got royalty inside my DNA
This is why I say that hip hop has done more damage to young African Americans than racism in recent years
I got loyalty, got royalty inside my DNA
I live a better life, I'm rollin' several dice, fuck your life
I got loyalty, got royalty inside my DNA
I live a be-, fuck your life
5, 4, 3, 2, 1
This is my heritage, all I'm inheritin'
Money and power, the maker of marriages


Tell me somethin'
You mothafuckas can't tell me nothin'
I'd rather die than to listen to you
My DNA not for imitation
Your DNA an abomination
This how it is when you in the Matrix
Dodgin' bullets, reapin' what you sow
And stackin' up the footage, livin' on the go
And sleepin' in a villa
Sippin' from a Grammy, walkin' in the buildin'
Diamond in the ceilin', marble on the floors
Beach inside the window, peekin' out the window
Baby in the pool, godfather goals
Only Lord knows I've been goin' hammer
Dodgin' paparazzi, freakin' through the cameras
Eat at Four Daughters, Brock wearin' sandals
Yoga on a Monday, stretchin' to Nirvana
Watchin' all the snakes, curvin' all the fakes
Phone never on, I don't conversate
I don't compromise, I just penetrate
Sex, money, murder—these are the breaks
These are the times, level number 9
Look up in the sky, 10 is on the way
Sentence on the way, killings on the way
Motherfucker, I got winners on the way
You ain't shit without a body on your belt
You ain't shit without a ticket on your plate
You ain't sick enough to pull it on yourself
You ain't rich enough to hit the lot and skate
Tell me when destruction gonna be my fate
Gonna be your fate, gonna be our faith
Peace to the world, let it rotate
Sex, money, murder—our DNA

",2017
262,173,Kendrick Lamar & Rihanna,Loyalty.,"


I said I'm geeked and I’m fired up (fired, fire)
All I want tonight is just get high (high, high, high)
Girl, you look so good, it's to die for (die for)
Ooh, that pussy good, it's to die for (on fire)


It’s a secret society
All we ask is trust (all we ask is trust)
All we got is us
Loyalty, loyalty, loyalty
Loyalty, loyalty, loyalty


Kung Fu Kenny now
My resume is real enough for two millenniums
A better way to make a wave, stop defendin' them
I meditate and moderate all of my wins again
I'm hangin' on the fence again
I'm always on your mind
I put my lyric and my lifeline on the line
And ain't no limit when I might shine, might grind
You rollin' with it at the right time, right now
(Only for the dollar sign)


Bad girl RiRi now
Swerve, swerve, swerve, swerve, leave it now
On your pulse like it's EDM
Gas in the bitch like it’s premium
Haul ass on a bitch all in the fast lane
Been a bad bitch way before any cash came
I’m established, hundred carats on my name
Run the atlas, I'm a natural, I’m alright


I'm a savage, I'm an asshole, I'm a king
Shimmy ya, shimmy ya, shimmy ya rah (yeah)
You can tell your nigga he can meet me outside (yeah)
You can babysit him when I leave him outside
Ain’t no other love like the one I know
I done been down so long lost hope
I done came down so hard I slowed
Honestly forever, all a real nigga want


I said I'm geeked and I'm fired up (fired, fire)
All I want tonight is just to get high up (yeah)
All I want is, all I want is


Loyalty, loyalty, loyalty
Loyalty, loyalty, loyalty
10-4, no switchin' sides
Feel somethin' wrong
You actin' shifty, you don't ride
With me no more, I need
Loyalty, loyalty, loyalty
Loyalty, loyalty, loyalty


Tell me who you loyal to
Is it money? Is it fame? Is it weed? Is it drink?
Is it comin' down with the loud pipes in the rain?
Big chillin', only for the power in your name
Tell me who you loyal to
Is it love for the streets when the lights get dark?
Is it unconditional when the 'Rari don't start?
Tell me when your loyalty is comin' from the heart


Tell me who you loyal to
Do it start with your woman or your man? (Mmm)
Do it end with your family and friends? (Mmm)
Are you loyal to yourself in advance?
I said, tell me who you loyal to
Is it anybody that you would lie for?
Anybody you would slide for?
Anybody you would die for?
That's what God for


I said I'm geeked and I'm fired up (fired, fire)
All I want tonight is just to get high up (yeah)
All I want is, all I want is


Loyalty, loyalty, loyalty
Loyalty, loyalty, loyalty
10-4, no switchin' sides
Feel somethin' wrong
You actin' shifty, you don't ride
With me no more, I need
Loyalty, loyalty, loyalty
Loyalty, loyalty, loyalty


It's so hard to be humble
It's so hard to be
Lord knows I'm tryin'
Lord knows I'm dyin', baby",2017
263,174,Kendrick Lamar & SZA,All The Stars,"
Love, let's talk about love
Is it anything and everything you hoped for?
Or do the feeling haunt you? (Haunt)
I know the feeling haunt you (Haunt)


This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer


Tell me what you gon' do to me
Confrontation ain't nothin' new to me
You can bring a bullet, bring a sword, bring a morgue
But you can't bring the truth to me
Fuck you and all your expectations
I don't even want your congratulations
I recognize your false confidence
And calculated promises all in your conversation
I hate people that feel entitled
Look at me crazy 'cause I ain't invite you
Oh, you important?
You the moral to the story? You endorsin'?
Mothafucka, I don't even like you
Corrupt a man's heart with a gift
That's how you find out who you dealin' with
A small percentage who I'm buildin' with
I want the credit if I'm losin' or I'm winnin'
On my momma, that's the realest shit


Love, let's talk about love
Is it anything and everything you hoped for?
Or do the feeling haunt you? (Haunt)
I know the feeling haunt you (Haunt)


This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer


Skin covered in ego
Get to talkin', I get involved, like a rebound
No control, no off switch
And the way that you bringin' me down
It's a turn on, get it away from me
Know you mean wrong, keep away from me
And it's all wrong, get it away from me, yeah
I just cry for no reason
I just pray for no reason
I give thanks for the life, for the day
For the hours and another life breathin'
I did it all 'cause it feel good
You'd leave it all if it feel bad
Better live your life, we were runnin' out of time


Love, let's talk about love
Is it anything and everything you hoped for?
Or do the feeling haunt you? (Haunt)
I know the feeling haunt you (Haunt)


This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer",2018
264,175,Kent Jones,Don't Mind,"
Hola, holana


Keep telling me this and telling me that
You said once you take me with you, I’ll never go back
Now I got a lesson, that I want to teach
I'ma show you that where you from don’t matter to me


She said ""Hola, ¿Cómo estás?"", she said ""Konnichiwa""
She said ""Pardon my French"", I said ""Bonjour Madame""
Then she said ""Sak pase"" and I said ""N'ap boule""
No matter where I go, you know I love 'em all
She said ""Hola, ¿Cómo estás?"", she said ""Konnichiwa""
She said ""Pardon my French"", I said ""Bonjour Madame""
Then she said ""Sak pase"" and I said ""N'ap boule""
No matter where I go, you know I love 'em all


African American for sho
I told her, ""Baby come and ride the rodeo""
Every time I come around man, I go for broke
She gives me desktop til' I overload
Now baby you gon' go where you pos to go
'Cause I ain't got time for you every day
She said she got a man keep it on the low
I said he don’t speak English, fuck he gon' say (aye)


Telling me this and telling me that
You said once you take me with you, I’ll never go back
Now I got a lesson that I want to teach ya
Ima show you that where you from don’t matter to me


She said ""Hola, ¿Cómo estás?, she said ""Konnichiwa""
She said ""Pardon my French"", I said ""Bonjour Madame""
Then she said ""Sak pase"" and I said ""N'ap boule""
No matter where I go, you know I love 'em all
She said ""Hola, ¿Cómo estás?, she said ""Konnichiwa""
She said ""Pardon my French"", I said ""Bonjour Madame""
Then she said ""Sak pase"" and I said ""N'ap boule""
No matter where I go, you know I love 'em all


She from Africa but she fuck me like she Haitian
Ass black, but the eyes looking Asian
I give her the can in Kansas
I got it on tape, she on Candid Camera
Okay see, I forgot we met in Oklahoma
I use to smoke Regina, she from Arizona
Then I met a girl in Cali I never disowned her
She got that high grade, her weed come with diplomas
I want her but she keep


Telling me this and telling me that
You said once you take me with you, I’ll never go back
Now I got a lesson that I want to teach ya
I'ma show you that where you from don’t matter to me


She said ""Hola, ¿Cómo estás?, she said ""Konnichiwa""
She said ""Pardon my French"", I said ""Bonjour Madame""
Then she said ""Sak pase"" and I said ""N'ap boule""
No matter where I go, you know I love 'em all
She said ""Hola, ¿Cómo estás?, she said ""Konnichiwa""
She said ""Pardon my French"", I said ""Bonjour Madame""
Then she said ""Sak pase"" and I said ""N'ap boule""
No matter where I go, you know I love 'em all
She said ""Hola, ¿Cómo estás?, she said ""Konnichiwa""
She said ""Pardon my French"", I said ""Bonjour Madame""
Then she said ""Sak pase"" and I said ""N'ap boule""
No matter where I go, you know I love 'em all
She said ""Hola, ¿Cómo estás?, she said ""Konnichiwa""
She said ""Pardon my French"", I said ""Bonjour Madame""
Then she said ""Sak pase"" and I said ""N'ap boule""
No matter where I go, you know I love 'em all

",2016
265,176,Kevin Gates,2 Phones,"
Hello? What the deal? Bet


I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin’ I’m ring, ring, ringin’
Countin’ money while they ring, ring, ringin’
Trap jumpin' I’m ring, ring, ringin’
I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin’ I’m ring, ring, ringin’
Countin’ money while they ring, ring, ringin’
Trap jumpin' I’m ring, ring, ringin’


Button start the foreign, oh my God I'm gorgeous
I just put the key inside my pocket
Park it, might not get to see it, this a new Ferrari
Man in the mirror, how you choose to bother
Someone said they callin', I don't feel like talkin'
Everything I get returned the way I bought it
Phone be interrupting me while I'm recordin'
Phone be making women feel they unimportant
Call my dog, he say it's all the way retarded
Keep the oil cause I am not using the Foreman
Kitchen, I just finished up a new performance
Hater, wish you well
I got clientele
I just got it off the scale


I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin’ I’m ring, ring, ringin’
Countin’ money while they ring, ring, ringin’
Trap jumpin' I’m ring, ring, ringin’
I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin’ I’m ring, ring, ringin’
Countin’ money while they ring, ring, ringin’
Trap jumpin' I’m ring, ring, ringin’


There they go again, one of my lil friends
They don't give a damn how a nigga been
All they wanna know is what I got to give
How much did I spend? What I got to lend?
What I did and what I didn't do for them
Bricks comin' in somewhere on the rim
Section doin' numbers, nowhere by a gym
Droppin' bottles, spend, I'm supplyin' ten
Jumpin' out a Honda, I just got it in
Askin' what I cop, none of your concern
One day you gone learn what you tryna get
Everything on sale, goin' out of biz
Partners up in jail, gotta feed the kids
Juggin' round the city, you know what it is
Bread winner business, put that on the wrist


I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin’ I’m ring, ring, ringin’
Countin’ money while they ring, ring, ringin’
Trap jumpin' I’m ring, ring, ringin’
I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin’ I’m ring, ring, ringin’
Countin’ money while they ring, ring, ringin’
Trap jumpin' I’m ring, ring, ringin’


Ring, ring, ringin' man
Find me balling hard
Come from grinding hard
Getting calling cards from your Barbie doll
When she round me she know I'm her bodyguard
Money callin' for me, baby girl I'm sorry
You just high yella you not that important
Weight, shape her, I could pin you to the carpet
Smell like tartar, I'ma put you in the water
Conversation cost a lot of chips
She don't really get a lot of this
Engagin' where I'm gazin' at her hips
And ain't nobody makin' no attempts
Amazing clip, hanging, slanging dick
Maybe we can make it takin' trips
Maybe I was thinkin' too impatient
Phone ringing, hold up, what it is?


I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin’ I’m ring, ring, ringin’
Countin’ money while they ring, ring, ringin’
Trap jumpin' I’m ring, ring, ringin’
I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin’ I’m ring, ring, ringin’
Countin’ money while they ring, ring, ringin’
Trap jumpin' I’m ring, ring, ringin’",2016
266,177,Khalid,Location,"
Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you


At times I wonder why I fool with you
But this is new to me, this is new to you
Initially, I didn't wanna fall for you
Gather my attention it was all for you, so don't
Take advantage, don't leave my heart damaged
To understand that things go a little bit better when you plan it... oh


Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you


I don't wanna fall in love off of subtweets, so
Let's get personal
I got a lot of cool spots that we can go
Tell me what's the move and I got you
I'm only acting like this 'cause I like you
Just give me the vibe to slide then
Oh, I might make you mine by the night, and


Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you


Ride, ride, ride, come and vibe with me tonight
I don't need nothing else but you
(I don't need nothing else but you)
Ride, ride, ride, come and vibe with me tonight
I don't need nothing else but you
Nothing else but you
Do, do, do, do, do, do
Oh, oh, mmm, mmm, mmm, mmm
Oh, oh, oh
Oh, oh, oh, mmm, mmm, mmm
Do, do, do, do, do, do, do
Do, do, do, do, do, do, do
I don't need nothing else but you",2017
267,177,Khalid,Young Dumb & Broke,"
So you're still thinking of me
Just like I know you should
I can not give you everything, you know I wish I could
I'm so high at the moment
I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give


While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids


We have so much in common
We argue all the time
You always say I'm wrong
I'm pretty sure I'm right
What's fun about commitment?
When we have our life to live
Yeah, we're just young dumb and broke
But we still got love to give


While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids


Jump and we think - do it all in the name of love
Love
Run into sin, do it all in the name of fun
Fun
Whoa-oa-oa
I'm so high at the moment
I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give


While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids",2017
268,178,Khalid & Normani,Love Lies,"
Sorry if it's hard to catch my vibe, mmm
I need a lover to trust, tell me you're on my side
Are you down for the ride?
It's not easy for someone to catch my eye
But I've been waitin' for you for my whole damn life
For my whole lifetime


Don't be afraid to tell me if you ain't with it (You ain't with it)
I see you're focused, yeah you're so independent (Independent)
It's hard for me to open up, I'll admit it (I'll admit it)
You've got some shit to say and I'm here to listen


So baby, tell me where your love lies
Waste the day and spend the night
Underneath the sunrise
Show me where your love lies


I've been so into your mystery
Is it because of our history?
Are you into me?
When it feels so good, but it's bad for you
Can't say I don't want it 'cause I know I do
Come on over, I need your company
Cravin' that synergy


Don't be afraid to tell me if you ain't with it (You ain't with it)
I see you're focused, yeah, you're so independent (Independent)
It's hard for me to open up, I'll admit it (I'll admit it)
You've got some shit to say and I'm here to listen


So baby, tell me where your love lies
Waste the day and spend the night
Underneath the sunrise
Show me where your love lies
Tell me where your love lies
Waste the day and spend the night
Underneath the sunrise
Show me where your love lies


If you're down, don't hide it
Feelin' me, you don't gotta deny it
Baby you gon' make me overnight it
Tell me, are you down?
If you're down, don't hide it (Yeah)
Feelin' me, you don't gotta deny it (Yeah)
Baby you gon' make me overnight it
Tell me, are you down? (Tell me)


Tell me where your love lies (Tell me where your love lies)
Waste the day and spend the night (Waste the day, spend the night)
Underneath the sunrise (Underneath the sunrise)
Show me where your love lies (Tell me where your love lies)
Tell me where your love lies (Show me where your love lies)
Waste the day and spend the night (Yeah, yeah)
Underneath the sunrise (Ooh)
Show me where your love lies",2018
269,179,Kid Ink & Chris Brown,Show Me,"
Baby (yeah)
Mustard on the beat, ho


Baby, let me put your panties to the side (uh)
I'ma make you feel alright (right)
‘Cause I'ma give you what you need, yeah


Mami, you remind me of something (uh)
But I don’t know what it is (I don't know)
'Cause you remind me of something
Girl, you gotta show me (uh, alright)
You remind me of something (uh)
But I don’t know what it is right now (I don't know)
'Cause you remind me of something
Girl, you gotta show me (uh)


Uh, on the real no lie
I don’t know what it is but you just my type (yeah)
Everything just right, B said put it to the left (right)
Don’t listen to the hype though (whoop)
Got a cup in your hand
Baby sitting but you ain’t got no kids
We ain’t leaving ’til there ain’t no more left (yeah)
Can’t see no time on the Rolex (no)
I could tell you a freak, gon' show it
Lookin' for the after party, where the door at?
Dough on the floor like a doormat (uh)
Baby, you know where to throw that, I said


Mami, you remind me of something, baby, you remind me (uh)
But I don’t know what it is, uh-huh (I don't know)
'Cause you remind me of something
Girl, you gotta show me, yeah (uh, alright)
You remind me of something, woo (uh)
But I don’t know what it is right now, yeah, yeah (I don't know)
'Cause you remind me of something
Girl, you gotta show me, yeah (uh)


Baby, if you know what it is, ooh, baby
On a real, can’t lie, man, you just my type
Hands in the air looking for a bitch right now, ooh, baby
On a real, can’t lie, man, you just my type


Uh, so tell me what your name is
I don’t really care who you came with (no)
Unless you got a couple friends look like you
My bad if my ex try to fight you (ha?)
Roll up soon as I roll in
Security better get with the program
Too deep, ain't know where to stand
So high, ain’t nowhere to land
You remind me of something missing
Missus, you got my full attention
Listen, let go of the tension
If I get a minute, I’ll put your bad ass in detention


Baby, let me put your panties to the side, hey, hey (uh)
I'ma make you feel alright, babe (right)
‘Cause I'ma give you what you need, yeah, oh, oh, oh


Mami, you remind me of something, baby, you remind me (uh)
But I don’t know what it is, remind me, yeah (I don't know)
'Cause you remind me of something
Girl, you gotta show me (uh, alright)
Baby, you remind me of something (uh)
But I don’t know what it is right now (I don't know)
'Cause you remind me of something
Girl, you gotta show me, yeah, yeah, yeah (uh)


Baby, if you know what it is, oh, baby, oh, babe
On a real, can’t lie, man, you just my type
Hands in the air looking for a bitch right now (I'm lookin' for ya)
On a real, can’t lie, man, you just my type


Oh baby, show me, show me something
Tomorrow I might be hungover, but that don't mean nothing
You see all night long, I've been wrong
Baby, show me something
And she gon' let me do it


Baby, let me put your panties to the side
I'ma make you feel alright
‘Cause I'ma give you what you need, yeah, yeah


Baby, you remind me of something (uh)
And I don’t know what it is (I don't know)
'Cause you remind me of something
Girl, you gotta show me (uh, alright)
Baby, you remind me of something (uh)
I don’t know what it is right now (I don't know)
'Cause you remind me of something
Girl, you gotta show me (uh)",2014
270,180,Kiesza,Hideaway,"



Taking me higher than I've ever been before
I'm holding it back, just want to shout out, give me more
You're just a hideaway
You're just a feeling
You let my heart escape
Beyond the meaning
Not even I can find a way to stop the storm
Oh baby, it's out of my control
It's going home
But you're just a chance I take
To keep on dreaming
You're just another day
That keeps me breathing


Baby, I love the way that there's nothing sure
Baby, don't stop me
Hideaway with me some more
Ooh, aah, aah, ooh
Ooh, aah, aah, ooh
Ooh, aah, aah, ooh
Ooh, aah, aah, ooh


You send me the shiver and the spine, might overflow
You're bringing me closer to the edge
I'm letting go
You're just a hideaway
You're just a feeling
You let my heart escape
Beyond the meaning
Pulling my head into the clouds
I'm floating off
When you can be going I can't find a way to stop
You're just a chance I take
To keep on dreaming
You're just another day that keeps me breathing
Ooh, aah, aah, ooh
Ooh, aah, aah, ooh


Baby, I love the way that there's nothing sure
Baby, don't stop me
Hideaway with me some more
Hideaway with me some more


You're bringing me higher than I've ever been before
I'm holding it back, just want to shout it, give me more
But you're just a hideaway
You're just a feeling
You let my heart escape
Beyond the meaning
Not even I can find a way to stop the storm
Oh baby, its out of my control what's going on
You're just a chance I take
To keep on dreaming
You're just another day, that keeps me breathing
You're a day that keeps me dreaming
Ooh, aah, aah, ooh
Ooh, aah, aah, ooh


Baby, I love the way that there's nothing sure
Baby, don't stop me
Hideaway with me some more
Hideaway with me some more",2014
271,181,Kiiara,Gold,"


Roof was on, let me, love me-on-ly s-you know
Roof was on, let me, love me-on-ly s-you know
Roof was on, let me, love me-on-ly s-you know
Roof was on, let me, love me


Gold up in my, gold up in my teeth
(Gold up, gold up in my teeth)
Don’t care what you say to me
I'ma bite your feelings out (Gold up in my teeth)
I missed you in the basement
(Gold up in my teeth)
But your brother was a good substitute for you


And if you love me, love me, but you never let me go
When the roof was on fire, you never let me know
Say you’re sorry honey, but you never really show
And I could leave the party without ever letting you know
Without ever letting you know


Roof was on, let me, love me-on-ly s-you know
Roof was on, let me, love me
Without ever letting you know
Roof was on, let me, love me-on-ly s-you know
Roof was on, let me, love me
Without ever letting you know
Roof was on, let me, love me-on-ly s-you know
Roof was on, let me, love me
Without ever letting you know
Roof was on, let me, love me-on-ly s-you know
Without ever letting you know


Gold up in my, gold up in my teeth
(Gold up, gold up in my teeth)
Tastes like money when I speak
(Gold up, gold up in my teeth)
And I missed you in the basement
(Yeah, gold up in my teeth)
Bodies on the pavement
(Oh, gold up in my teeth)


And if you love me, love me, but you never let me go
When the roof was on fire, you never let me know
Say you’re sorry honey, but you never really show
And I could leave the party without ever letting you know
Without ever letting you know


Roof was on, let me, love me-on-ly s-you know
Roof was on, let me, love me
Without ever letting you know
Roof was on, let me, love me-on-ly s-you know
Roof was on, let me, love me
Without ever letting you know
Roof was on, let me, love me-on-ly s-you know
Roof was on, let me, love me
Without ever letting you know
Roof was on, let me, love me-on-ly s-you know
Without ever letting you know


Gold up in my, gold up in my teeth
(Gold up, gold up in my teeth)
Taste like money when I speak
(Gold up, gold up in my teeth)
And I missed you in the basement
(Yeah, gold up in my teeth)
Bodies on the pavement (Oh)


And if you love me, love me, but you never let me go
When the roof was on fire, you never let me know
Say you’re sorry honey, but you never really show (Gold up in my teeth)
And I could leave the party without ever letting you know
Without ever letting you know


Roof was on, let me, love me-on-ly s-you know
Roof was on, let me, love me
Without ever letting you know
Roof was on, let me, love me-on-ly s-you know
Roof was on, let me, love me
Without ever letting you know
Roof was on, let me, love me-on-ly s-you know
Roof was on, let me, love me
Without ever letting you know
Roof was on, let me, love me-on-ly s-you know
Without ever letting you know",2016
272,182,Klingande,Jubel,"Save me
Save me
Save me

Save me!

(1 2 3 4)
(1 2 3 4)

You think I don't laugh oh
Do things I can like so
Why﻿ are we losing time?

I don't want to get up oh
Bring me what I need so
Why are we losing time?

It's like I've seen the light, but you've never known..

Save me",2014
273,183,Kodak Black,Tunnel Vision,"
Glee
Southside
Ayy, lil' Metro on that beat


Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions!""
Right now I gotta keep a tunnel vision
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions!""
Right now I gotta keep a tunnel vision
They sendin' all my homies on a mission
And I ain't tryna miss out on these millions


I jumped up out the Wraith, Kodak bought a Wraith
I get any girl I want, any girl I want
She want me to save the day, but I ain't got a cape
She wanna see me every day, she wanna be my bae
That money make me cum, it make me fornicate, uh
I'm the shit, I need some toilet pap-er
Follow my player rules, then we gon' be okay
On the real I need a bih' who gon' cooperate


Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions!""
Right now I gotta keep a tunnel vision
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions!""
Right now I gotta keep a tunnel vision
They sendin' all my homies on a mission
And I ain't tryna miss out on these millions


I told you niggas I'm gon' be that fuckin' nigga
Everything be good 'til you doin' better than 'em
They wanna see a nigga shot or see me in the system
All you niggas out here poison like snake venom
Codeine in my liver, rockin' Balenciaga denim
I'm booted even when I'm sober, I don't need a jigga
They sendin' all my niggas on a fuckin' journey
I told that baby to come over 'cause I'm fuckin' horny
My mama told me, ""Kill these niggas, son, keep it goin'!""
I'm thug to the bone, but I'm still her baby boy
Lil' Kodak, boy they hate to see you in a foreign
They miss when you was in that 'Yota kickin' door


Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions!""
Right now I gotta keep a tunnel vision
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions!""
Right now I gotta keep a tunnel vision
They sendin' all my homies on a mission
And I ain't tryna miss out on these millions",2017
