,Unnamed: 0,year,position,artist,song,lyrics
95,96,2014,96,Sam Smith,Money On My Mind,"
When I signed my deal
I felt pressure don't want to see the numbers
I want to see heaven
You say could you write a song for me?
I say I'm sorry I won't do that happily


When I go home, I tend to close the door
I never wanted more, so sing with me, can't you see?


I don't have money on my mind
Money on my mind
I do it for, I do it for the love
I don't have money on my mind
Money on my mind
I do it for, I do it for the love


I do it for the love
I do it for the love


Please don't get me wrong, I wanna keep it moving
I know what that requires, I'm not foolish
Please can you, make this work for me?
'Cause I am not a puppet, I will work against your strings


When I go home, I tend to close the door
I never wanted more, so sing with me, can't you see?


I don't have money on my mind
Money on my mind
I do it for, I do it for the love
I don't have money on my mind
Money on my mind
I do it for, I do it for the love


I do it for the love
I do it for the love


When the sun will set
Don't you afraid
No, I have no money on my mind
No money on my mind
No money on my mind
No, I have no money on my mind
Just love
When the sun will set
Don't you afraid
No, I have no money on my mind
No money on my mind
No money on my mind
No, I have no money on my mind
Just love


Money on my mind
Money on my mind
I do it for, I do it for the love
I don't have money on my mind
Money on my mind
I do it for, I do it for the love


I do it for the love
I do it for the love"
96,97,2014,97,Brantley Gilbert,Bottoms Up,"
I see you and me riding like Bonnie and Clyde
Going 95, burning down 129, yeah
Looking for the law, while I push my luck
She's riding shotgun like it ain't no thing
Turn the radio up so the girl can sing, right
Pull into the party like ""y'all wassup?""


Tonight is bottoms up, up
Throw it on down
Rock this quiet, little country town, get up
Drop a tailgate on ya truck
Find a keg and fill ya cup up
Kick it on back
Pretty little mama looking at ya like that
Make ya wanna slide on in like ""girl, what's up?""


Yeah, tonight is bottoms up up up
Get 'em up
Tonight is bottoms up up up
Get 'em up


Damn girl, I gotta tip my hat
Never thought a country song would make you move like that, yeah
And she's doing it in Daisy Dukes, girl
She's got ya tapping on a boy's shoulder
""Hey dog, check this out""
And that's how girl do it in the Dirty South, yeah
She'll have you on your knee ""can I marry you?""
Yeah


Tonight is bottoms up, up
Throw it on down
Rock this quiet, little country town, get up
Drop a tailgate on ya truck
Find a keg and fill ya cup up
Kick it on back
Pretty little mama looking at ya like that
Make ya wanna slide on in like ""girl, what's up?""


Yeah, tonight is bottoms up up up
Get 'em up
Tonight is bottoms up up up
Get 'em up


Get 'em up
Get 'em up
(Hey y'all whatever ya sippin get it up in the air this time
Bottoms up)
Let's give a toast to the good times
All y’all get your drinks up high
Everybody feeling alright
Damn right
Cause


Tonight is bottoms up, up
Throw it on down
Rock this quiet, little country town, get up
Drop a tailgate on ya truck
Find a keg and fill ya cup up
Kick it on back
Pretty little mama looking at ya like that
Make ya wanna slide on in like ""girl, what's up?""


Tonight is bottoms up, up
Throw it on down
Rock this quiet, little country town, get up
Drop a tailgate on ya truck
Find a keg and fill ya cup up
Kick it on back
Pretty little mama looking at ya like that
Make ya wanna slide on in like ""girl, what's up?""


Yeah, tonight is bottoms up up up
Get 'em up
Tonight is bottoms up up up
Get 'em up"
97,98,2014,98,Naughty Boy & Sam Smith,La La La,"
Na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
(Tu meri mauja hain)


Hush, don't speak
When you spit your venom, keep it shut I hate it
When you hiss and preach
About your new messiah cause your theories catch fire


I can't find your silver lining
I don't mean to judge
But when you read your speech, it's tiring
Enough is enough


I'm covering my ears like a kid
When your words mean nothing, I go la la la
I'm turning up the volume when you speak
Cause if my heart can't stop it, I'll find a way to block it, I go
Na na, la la la la la na na na na na
La la na na, la la la la la na na na na na (I found a way to block it, I go)
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na


If our love is running out of time
I won't count the hours, rather be a coward
When our words collide
I'm gonna drown you out before I lose my mind


I can't find your silver lining
I don't mean to judge
But when you read your speech, it's tiring
Enough is enough


I'm covering my ears like a kid
When your words mean nothing, I go la la la
I'm turning up the volume when you speak
Cause if my heart can't stop it
I'll find a way to block it, I go
Na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
(I found a way to block it, I go)
La la na na , la la la la la na na na na na
La la na na, la la la la la na na na na na
(I found a way to block it, oh)
Na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
(I found a way to block it, I go)
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
(Tu meri mauja hain)
I'm covering my ears like a kid
When your words mean nothing, I go la la la
I'm turning up the volume when you speak
Cause if my heart can't stop it
I find a way to block it, I go
I'm covering my ears like a kid
When your words mean nothing, I go la la la
I'm turning up the volume when you speak (when you speak)
Cause if my heart can't stop it
I find a way to block it, I go
Na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
(Tu meri mauja hain)"
98,99,2014,99,David Guetta & Sam Martin,Dangerous,"
You take me down, spin me around
You got me running all the lights
Don't make a sound, talk to me now
Let me inside your mind


I don't know what you're thinking, sugar, ooh
But I just got that feeling, sugar, ooh
I can hear the sirens burning
Red lights turning
I can't turn back now
So hold on tight


I don't know where the lights are taking us
But something in the night is dangerous
And nothing's holding back the two of us
Baby, this is getting serious
Oh, oh, oh-oh, oh
Detain the dangerous
Oh, oh, oh-oh, oh


Show me your soul, I gotta know
Bet that you're beautiful inside
Toes on the gas, car moving fast
Come take the wheel and drive


I don't know what you're thinking, sugar, ooh yeah
And I just got that feeling, sugar, ooh yeah
I can hear the sirens burning
Red lights turning
I can't turn back now
So hold on tight


I don't know where the lights are taking us
But something in the night is dangerous
And nothing's holding back the two of us
Baby, this is getting serious
Oh, oh, oh-oh, oh
Detain the dangerous
Oh, oh, oh-oh, oh
Detain the dangerous


It's dangerous, so dangerous
I wanna do it again
Come on baby
It's dangerous, so dangerous
I wanna do it again
It's dangerous, so dangerous
I wanna do it again


I don't know where the lights are taking us
But something in the night is dangerous
And nothing's holding back the two of us
Baby this is getting serious
Oh oh oh
Dangerous
Oh oh oh
Dangerous"
99,100,2014,100,5 Seconds of Summer,Amnesia,"
I drove by all the places we used to hang out getting wasted
I thought about our last kiss, how it felt, the way you tasted
And even though your friends tell me you're doing fine
Are you somewhere feeling lonely even though he’s right beside you?
When he says those words that hurt you
Do you read the ones I wrote you?


Sometimes I start to wonder, was it just a lie?
If what we had was real, how could you be fine?
'Cause I'm not fine at all


I remember the day you told me you were leaving
I remember the make-up running down your face
And the dreams you left behind, you didn't need them
Like every single wish we ever made
I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape
'Cause I'm not fine at all


The pictures that you sent me, they're still living in my phone
I admit I like to see them, I'll admit I feel alone
And all my friends keep asking why I'm not around
It hurts to know you’re happy and it hurts that you moved on
It’s hard to hear your name when I haven't seen you in so long


It’s like we never happened, was it just a lie?
If what we had was real, how could you be fine?
'Cause I'm not fine at all


I remember the day you told me you were leaving
I remember the make-up running down your face
And the dreams you left behind you didn't need them
Like every single wish, we ever made
I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape


If today I woke up with you right beside me
Like all of this was just some twisted dream
I'd hold you closer than I ever did before
And you'd never slip away
And you'd never hear me say


I remember the day you told me you were leaving
I remember the make-up running down your face
And the dreams you left behind you didn't need them
Like every single wish, we ever made
I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape


'Cause I'm not fine at all
No, I'm really not fine at all
Tell me this is just a dream
'Cause I'm really not fine at all"
100,101,2015,1,Mark Ronson & Bruno Mars,Uptown Funk,"
This hit, that ice cold
Michelle Pfeiffer, that white gold
This one, for them hood girls
Them good girls, straight masterpieces
Stylin', wilin'
Livin’ it up in the city
Got Chucks on with Saint Laurent
Gotta kiss myself I’m so pretty


I’m too hot (Hot damn)
Call the police and the fireman
I’m too hot (Hot damn)
Make a dragon wanna retire man
I’m too hot  (Hot damn)
Say my name you know who I am
I’m too hot (Hot damn)
And my band 'bout that money
Break it down


Girls hit your hallelujah (Woo!)
Girls hit your hallelujah (Woo!)
Girls hit your hallelujah (Woo!)
Cause Uptown funk gon’ give it to you
Cause Uptown funk gon’ give it to you
Cause Uptown funk gon’ give it to you
Saturday night and we in the spot
Don’t believe me, just watch (Come on)


Don’t believe me, just watch
Don’t believe me, just watch
Don’t believe me, just watch
Don’t believe me, just watch
Don’t believe me, just watch
Hey, hey, hey, oh!


Stop
Wait a minute
Fill my cup, put some liquor in it
Take a sip, sign the check
Julio! Get the stretch!
Ride to Harlem, Hollywood, Jackson, Mississippi
If we show up, we gon’ show out
Smoother than a fresh jar of Skippy


I’m too hot (Hot damn)
Call the police and the fireman
I’m too hot (Hot damn)
Make a dragon wanna retire man
I’m too hot (Hot damn)
Bitch, say my name you know who I am!
I’m too hot (Hot damn)
And my band 'bout that money
Break it down


Girls hit your hallelujah (Woo!)
Girls hit your hallelujah (Woo!)
Girls hit your hallelujah (Woo!)
Cause Uptown Funk gon’ give it to you
Cause Uptown Funk gon’ give it to you
Cause Uptown Funk gon’ give it to you
Saturday night and we in the spot
Don’t believe me, just watch (Come on)


Don’t believe me, just watch
Don’t believe me, just watch
Don’t believe me, just watch
Don’t believe me, just watch
Don’t believe me, just watch
Hey, hey, hey, oh!


Before we leave
Lemme tell y’all a lil’ something
Uptown Funk you up, Uptown Funk you up
Uptown Funk you up, Uptown Funk you up
I said Uptown Funk you up, Uptown Funk you up
Uptown Funk you up, Uptown Funk you up
Come on, dance
Jump on it
If you sexy then flaunt it
If you freaky then own it
Don’t brag about it, come show me
Come on, dance
Jump on it
If you sexy then flaunt it
Well it’s Saturday night and we in the spot


Don’t believe me, just watch (Come on)
Don’t believe me, just watch
Don’t believe me, just watch
Don’t believe me, just watch
Don’t believe me, just watch
Don’t believe me, just watch
Hey, hey, hey, oh!


Uptown Funk you up, Uptown Funk you up (Say whaa?!)
Uptown Funk you up, Uptown Funk you up
Uptown Funk you up, Uptown Funk you up (Say whaa?!)
Uptown Funk you up, Uptown Funk you up
Uptown Funk you up, Uptown Funk you up (Say whaa?!)
Uptown Funk you up, Uptown Funk you up
Uptown Funk you up, Uptown Funk you up (Say whaa?!)
Uptown Funk you up"
101,102,2015,2,OMI,Cheerleader,"Kid Ink, egh
I think I found a genie in a bottle baby, with a bottle shape
And she don't have no problem representing for the team

Ok it's feeling like I just hit the lotto, baby
32-26-34, wasted
Watch her do a dance then it get me in the game
Going hard in the paint what's my name what's my name girl
You know, I be missing that bom-bom when I'm away
I swear, when you shaking them pom-poms all I can say is

Oh I think that I found myself a cheerleader
She is always right there when I need her
Oh I think that I found myself a cheerleader
She is always right there when I need her

When I need motivation
My one solution is my queen
Cause she' stay strong (yeah yeah)
She is always in my corner
Right there when I want her
All these other girls are tempting
But I'm empty when you're gone
And they say

Do you need me
Do you think I'm pretty
Do I make you feel like cheating?
And I'm like no, not really cause

Oh I think that I found myself a cheerleader
She is always right there when I need her
Oh I think that I found myself a cheerleader
She is always right there when I need her

Ahh, I need her, right here where she need to be
Complimenting my style you're flyer with the Captain of the team
Now move, right, right there, hit reverse girl and back that rear
Roll it with me and then light that up and the rest is history write that, book
My cheerleader, something about her demeanor
Even though I'm off these margaritas can't none of these hoes here come between us
Shorty no regular chick, so I just take her to places she ain't know exist
So she never forget, who the man is

She gives me love and affection
Baby did I mention, you're the only girl for me
No I don't need a next one
Mama loves you too, she thinks I made the right selection
Now all that's left to do
Is just for me to pop the question

Oh I think that I found myself a cheerleader
She is always right there when I need her
Oh I think that I found myself a cheerleader
She is always right there when I need her

I need,right right there
I need,right right there
I need,right right there
Right right there"
102,103,2015,3,Ed Sheeran,Thinking Out Loud,"
When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?
And darling, I will be loving you till we're seventy
And baby, my heart could still fall as hard at twenty-three
And I'm thinking 'bout how


People fall in love in mysterious ways
Maybe just the touch of a hand
Well me, I fall in love with you every single day
I just wanna tell you I am


So honey, now, take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart, I'm thinking out loud
And maybe we found love right where we are


When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way
I know you will still love me the same
'Cause, honey, your soul could never grow old, it's evergreen
And baby, your smile's forever in my mind and memory
And I'm thinking 'bout how


People fall in love in mysterious ways
And maybe it's all part of a plan
Well I'll just keep on making the same mistakes
Hoping that you'll understand


That, baby, now, take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart, I'm thinking out loud
And maybe we found love right where we are


So baby, now, take me into your loving arms
Kiss me under the light of a thousand stars
Oh darling, place your head on my beating heart, I'm thinking out loud
That maybe we found love right where we are
Oh baby, we found love right where we are
And we found love right where we are"
103,104,2015,4,Wiz Khalifa & Charlie Puth,See You Again,"
It's been a long day without you, my friend
And I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again
When I see you again


Damn, who knew?
All the planes we flew, good things we been through
That I'd be standing right here talking to you
'Bout another path, I know we loved to hit the road and laugh
But something told me that it wouldn't last
Had to switch up, look at things different, see the bigger picture
Those were the days, hard work forever pays
Now I see you in a better place, uh


How can we not talk about family when family's all that we got?
Everything I went through you were standing there by my side
And now you gon' be with me for the last ride


It's been a long day without you, my friend
And I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again
When I see you again


Aah oh, aah oh
Wooooh-oh-oh-oh-oh-oh
Yeah


First, you both go out your way and the vibe is feeling strong
And what's small turned to a friendship, a friendship turned to a bond
And that bond will never be broken, the love will never get lost
And when brotherhood come first, then the line will never be crossed
Established it on our own when that line had to be drawn
And that line is what we reached, so remember me when I'm gone


How can we not talk about family when family's all that we got?
Everything I went through you were standing there by my side
And now you gon' be with me for the last ride


So let the light guide your way, yeah
Hold every memory as you go
And every road you take
Will always lead you home, home


It's been a long day without you, my friend
And I'll tell you all about it when I see you again
We've come a long way from where we began
Oh, I'll tell you all about it when I see you again
When I see you again


Aah oh, aah oh
Wooooh-oh-oh-oh-oh-oh
Yeah"
104,105,2015,5,Major Lazer & DJ Snake,Lean On,"


Do you recall, not long ago
We would walk on the sidewalk?
Innocent, remember?
All we did was care for each other


But the night was warm
We were bold and young
All around, the wind blows
We would only hold on to let go


Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on


What will we do when we get old?
Will we walk down the same road?
Will you be there by my side?
Standing strong as the waves roll over


When the nights are long
Longing for you to come home
All around, the wind blows
We would only hold on to let go


Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on


All we need is somebody to lean on
(We need someone to lean on)
All we need is somebody to lean on
Lean on, lean on, lean on, lean on...
Hey, hey, hey, hey
Hey, hey, hey, hey, hey


Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on"
105,106,2015,6,Ellie Goulding,Love Me Like You Do,"


You're the light, you're the night
You're the colour of my blood
You're the cure, you're the pain
You're the only thing I wanna touch
Never knew that it could mean so much, so much


You're the fear, I don't care
Cause I've never been so high
Follow me through the dark
Let me take you past the satellites
You can see the world you brought to life, to life


So love me like you do, la-la-love me like you do
Love me like you do, la-la-love me like you do
Touch me like you do, ta-ta-touch me like you do
What are you waiting for?


Fading in, fading out
On the edge of paradise
Every inch of your skin is a Holy Grail I've got to find
Only you can set my heart on fire, on fire
Yeah


I'll let you set the pace
Cause I'm not thinking straight
My head's spinning around, I can't see clear no more
What are you waiting for?


Love me like you do, la-la-love me like you do
Love me like you do, la-la-love me like you do
Touch me like you do, ta-ta-touch me like you do
What are you waiting for?
Love me like you do, la-la-love me like you do
Love me like you do, la-la-love me like you do
Touch me like you do, ta-ta-touch me like you do
What are you waiting for?


I'll let you set the pace
Cause I'm not thinking straight
My head's spinning around, I can't see clear no more
What are you waiting for?


Love me like you do, la-la-love me like you do
Love me like you do, la-la-love me like you do
Touch me like you do, ta-ta-touch me like you do
What are you waiting for?
Love me like you do, la-la-love me like you do
Love me like you do, la-la-love me like you do
Touch me like you do, ta-ta-touch me like you do
What are you waiting for?"
106,107,2015,7,Maroon 5,Sugar,"


I'm hurting baby, I'm broken down
I need your loving, loving I need it now
When I'm without you, I'm something weak
You got me begging, begging I'm on my knees


I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away
Ooh baby
'Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste


Sugar, yes please
Won't you come and put it down on me?
I'm right here, 'cause I need
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please
Won't you come and put it down on me?


Babe, my broken pieces, you pick them up
Don't leave me hanging, hanging
Come give me some
When I'm without you, I'm so insecure
You are the one thing, one thing I'm living for


I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away
Ooh baby
'Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste


Sugar, yes please
Won't you come and put it down on me?
I'm right here, 'cause I need
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please (Your sugar, yes please)
Won't you come and put it down on me?


Yeah
I want that red velvet
I want that sugar sweet
Don't let nobody touch it unless that somebody's me
I gotta be a man, there ain't no other way
'Cause girl you're hotter than a Southern California day
Never wanna play no games, you don't gotta  be afraid
Don't give me all that shy shit
No makeup on, that's my sugar


Sugar, yes please (Please)
Won't you come and put it down on me? (Down on me)
I'm right here, 'cause I need (I'm right here, 'cause I need)
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life (Yeah)
Your sugar, yes please (Your sugar, yes please)
Won't you come and put it down on me? (Down on me)
Sugar, yes please
Won't you come and put it down on me?
I'm right here, 'cause I need (I'm right here, 'cause I need)
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please (Your sugar, yes please)
Won't you come and put it down on me?
(Down on me, down on me, ooh)"
107,108,2015,8,Walk the Moon,Shut Up & Dance,"


Oh, don't you dare look back
Just keep your eyes on me
I said, “You're holding back”
She said, “Shut up and dance with me”
This woman is my destiny
She said, “Oooooh, shut up and dance with me”


We were victims of the night
A chemical, physical, kryptonite
Helpless to the bass and fading light
Oh, we were bound to get together
Bound to get together


She took my arm, I don't know how it happened
We took the floor and she said


""Oh, don't you dare look back
Just keep your eyes on me""
I said, “You're holding back”
She said, “Shut up and dance with me”
This woman is my destiny
She said, “Oooooh, shut up and dance with me”


A backless dress and some beat up sneaks
My discotheque Juliet, teenage dream
I felt it in my chest since she looked at me
I knew we were bound to be together
Bound to be together


She took my arm, I don't know how it happened
We took the floor and she said


Oh, don't you dare look back
Just keep your eyes on me
I said, “You're holding back”
She said, “Shut up and dance with me”
This woman is my destiny
She said “Oooooh, shut up and dance with me”

Ohh, c'mon girl


Deep in her eyes, I think I see the future
I realize this is my last chance
She took my arm, I don't know how it happened
We took the floor and she said


""Oh, don't you dare look back
Just keep your eyes on me""
I said, you're holding back
She said, “Shut up and dance with me”
This woman is my destiny
She said, “Oooooh, shut up and dance
Don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back
She said, “Shut up and dance with me”
This woman is my destiny
She said, “Oooooh, shut up and dance with me”
”Oooooh, shut up and dance with me”
”Oooooh, shut up and dance with me”"
108,109,2015,9,Hozier,Take Me To Church,"




My lover's got humor
She's the giggle at a funeral
Knows everybody's disapproval
I should've worshiped her sooner
If the heavens ever did speak
She's the last true mouthpiece
Every Sunday's getting more bleak
A fresh poison each week
""We were born sick""
You heard them say it
My church offers no absolutes
She tells me ""Worship in the bedroom""
The only Heaven I'll be sent to
Is when I'm alone with you
I was born sick, but I love it
Command me to be well


Amen, Amen, Amen


Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life
Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life


If I'm a pagan of the good times
My lover's the sunlight
To keep the goddess on my side
She demands a sacrifice
Drain the whole sea
Get something shiny
Something meaty for the main course
That's a fine looking high horse
What you got in the stable?
We've a lot of starving faithful
That looks tasty
That looks plenty
This is hungry work


Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins so you can sharpen your knife
Offer me my deathless death
Good God, let me give you my life
Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins so you can sharpen your knife
Offer me my deathless death
Good God, let me give you my life


No masters or kings when the ritual begins
There is no sweeter innocence than our gentle sin
In the madness and soil of that sad earthly scene
Only then I am human
Only then I am clean


Oh, oh Amen, Amen, Amen


Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life
Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life"
109,110,2015,10,Fetty Wap,Trap Queen,"
RGF productions
Remy Boyz, yah-ah
1738, ayy


I'm like ""Hey, what's up? Hello"" (Ayy)
Seen yo pretty ass soon as you came in the door
I just wanna chill, got a sack for us to roll
Married to the money, introduced her to my stove
Showed her how to whip it, now she remixin' for low
She my trap queen, let her hit the bando
We be countin' up, watch how far them bands go
We just set a goal, talkin' matchin' Lambos
At 56 a gram, 5 a hundred grams though
Man, I swear I love her, how she work the damn pole
Hit the strip club, we be lettin' bands go
Everybody hatin', we just call them fans, though
In love with the money, I ain't never lettin' go


And I get high with my baby (My baby)
I just left the mall, I'm gettin' fly with my baby, yeah
And I can ride with my baby (My baby)
I be in the kitchen cookin' pies with my baby, yeah
And I can ride with my baby (My baby)
I just left the mall, I'm gettin' fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cookin' pies


I'm like, ""Hey, what's up? Hello""
I hit the strip with my trap queen, 'cause all we know is bands
I just might snatch up a 'Rari and buy my boo a Lamb'
I just might snatch her a necklace, drop a couple on a ring
She ain't wantin' for nothin' because I got her everything
It's big ZooWap from the bando
Remind me where I can't go
Remy Boyz got the stamp though
Count up hella them bands though
Boy how far can your bands go?
Fetty Wap, I'm livin' 50 thousand K how I stand though
If you checkin' for my pockets I'm like…


And I get high with my baby (My baby)
I just left the mall, I'm gettin' fly with my baby, yeah
And I can ride with my baby (My baby)
I be in the kitchen cookin' pies with my baby, yeah
And I can ride with my baby (My baby)
I just left the mall, I'm gettin' fly with my baby, yeah
And I can ride with my baby (My baby)
I be in the kitchen cookin' pies


I'm like, ""Hey, what's up? Hello""
Seen yo pretty ass soon as you came in the door
I just wanna chill, got a sack for us to roll
Married to the money, introduced her to my stove
Showed her how to whip it, now she remixin' for low
She my trap queen, let her hit the bando
We be countin' up, watch how far them bands go
We just set a goal, talkin' matchin' Lambos
At 56 a gram, 5 a hundred grams though
Man, I swear I love her how she work the damn pole
Hit the strip club, we be lettin' bands go
Everybody hatin', we just call them fans though
In love with the money, I ain't never lettin' go


I be smokin' dope and you know Backwoods what I roll
Remy Boyz, Fetty eatin' shit up, that's fasho
I'll run in ya house, then I'll fuck your ho
'Cause Remy Boyz or nothin'
Re-Re-Remy Boyz or nothin', yeah


Yeah, you hear my boy
Soundin' like a zillion bucks on the track
I got whatever on my boy, whatever
Put your money where your mouth is
Money on the wood make the game go good
Money out of sight cause fights
Put up or shut up, huh?
Nitt Da Gritt, RGF Productions
Squad"
110,111,2015,11,Jason Derulo,Want To Want Me,"
Derulo


It's too hard to sleep
I got the sheets on the floor, nothing on me
And I can't take it no more, it's a hundred degrees
I got one foot out the door, where are my keys? 'Cause I gotta leave, yeah
In the back of the cab (ooh)
I tipped the driver 'head of time, get me there fast (ooh)
I got your body on my mind, I want it bad (ooh)
Oh, just the thought of you gets me so high, so high


Girl, you're the one I want to want me
And if you want me, girl, you got me
There's nothing I, no, I wouldn't do (I wouldn't do)
Just to get up next to you
Girl, you're the one I want to want me
And if you want me, girl, you got me
There's nothing I, no, I wouldn't do (I wouldn't do)
Just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Aw yeah


You open the door (ooh)
Wearing nothing but a smile down to the floor (ooh)
And you whisper in my ear, ""Baby, I'm yours"" (ooh)
Ooh, just the thought of you gets me so high, so high


Girl, you're the one I want to want me
And if you want me, girl, you got me
There's nothing I, no, I wouldn't do (I wouldn't do)
Just to get up next to you
Girl, you're the one I want to want me
And if you want me, girl, you got me
There's nothing I, no, I wouldn't do (I wouldn't do)
Just to get up next to you (yeah)
Ooh-ooh-ooh-ooh-ooh-ooh
Just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh


Just the thought of you
Gets me so high, so high
Ooh, just the thought of you
Gets me so high, so high


Girl, you're the one I want to want me (I want you)
And if you want me, girl, you got me (you got me)
There's nothing I, no, I wouldn't do (I wouldn't do) (I wouldn't do)
Just to get up next to you (oh)
Girl, you're the one I want to want me
And if you want me, girl, you got me (you got me)
There's nothing I, no, I wouldn't do (I wouldn't do) (wouldn't)
Just to get up next to you (oh)
Ooh-ooh-ooh-ooh-ooh-ooh
I would do anything, just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Anything and everything, just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Baby, just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Oh, get up, get up"
111,112,2015,12,The Weeknd,Earned It (Fifty Shades Of Grey),"
I'ma care for you
I'ma care for you, you, you, you


You make it look like it's magic (Oh yeah)
'Cause I see nobody, nobody but you, you, you
I'm never confused
Hey, hey
I'm so used to bein' used


So I love when you call unexpected
'Cause I hate when the moment's expected
So I'ma care for you, you, you
I'ma care for you, you, you, you, yeah


'Cause girl, you're perfect
You're always worth it
And you deserve it
The way you work it
'Cause girl, you earned it, yeah
Girl, you earned it, yeah


You know our love would be tragic (Oh yeah)
So you don't pay it, don't pay it no mind, mind, mind
We live with no lies
Hey, hey
You're my favorite kind of night


So I love when you call unexpected
'Cause I hate when the moment's expected
So I'ma care for you, you, you
I'ma care for you, you, you, you, yeah


'Cause girl, you're perfect (Girl, you're perfect)
You're always worth it (Always worth it)
And you deserve it (And you deserve it)
The way you work it (The way you work it)
'Cause girl, you earned it, yeah (Earned it)
Girl, you earned it, yeah


On that lonely night (Lonely night)
We said it wouldn't be love
But we felt the rush (Fell in love)
It made us believe it was only us (Only us)
Convinced we were broken inside, yeah, inside, yeah


'Cause girl, you're perfect (Girl, you're perfect)
You're always worth it (You're always worth it)
And you deserve it (And you deserve it)
The way you work it (The way you work it)
'Cause girl, you earned it, yeah (You earned it)
Girl, you earned it, yeah (You arned it)


Na-na-na-na-na
Oh-oh-oh
Yeah, yeah
'Cause girl, you're perfect
The way you work it
You deserve it
Girl, you deserve it
Girl, you earned it, yeah, yeah"
